gv,bv,pw,positive,negative
0,-100,50,[0.7569945454597473 0.2430053949356079 0.00786788109689951 0.0015342860715463758 1.6593685359111987e-05 0],[2.6147704375034664e-06 4.2970959839294665e-06 4.433832873473875e-05 0.028136257082223892 0.5016098022460938 0.49839019775390625]
0,-100,60,[0.05045360326766968 0.9049327373504639 0.04461372643709183 0.02255592867732048 0.00017148438200820237 2.8180202207295224e-06],[5.199607130634831e-06 4.165368591202423e-05 0.001003709272481501 0.4133901596069336 0.5866097807884216 0.019898658618330956]
0,-100,70,[0.05041882395744324 0.9453901052474976 0.054609861224889755 0.031057575717568398 0.0003447855997364968 7.715671017649584e-06],[2.0784696971531957e-05 0.00025561044458299875 0.005346518941223621 0.7072601914405823 0.2927398085594177 0.008819494396448135]
0,-100,80,[0.05950694903731346 0.9404929876327515 0.06302608549594879 0.026744196191430092 0.0004929082933813334 1.6476093151140958e-05],[0.00010137807839782909 0.0007967602577991784 0.01149411778897047 0.737676739692688 0.2623233199119568 0.02649799734354019]
0,-100,90,[0.11691044270992279 0.883089542388916 0.04110165685415268 0.017042070627212524 0.0005496187368407845 4.0046536014415324e-05],[0.0013262436259537935 0.011042932979762554 0.02777799963951111 0.8207380175590515 0.15148399770259857 0.03735291585326195]
0,-100,100,[1 0.0014531111810356379 9.84144389803987e-06 9.159615729004145e-06 2.019390194618609e-06 0],[3.7445024645421654e-05 2.212171466453583e-06 2.6492386950849323e-06 7.095673936419189e-05 0.002035134471952915 1]
10,0,0,[0.870459258556366 0.12954074144363403 0.00026240115403197706 4.5107404730515555e-05 7.2600741987116635e-06 0],[1 0.03520818427205086 4.0237409848487005e-05 1.0197856681770645e-05 1.6384008176828502e-06 0]
10,0,10,[4.7455807361984625e-05 0.7591214776039124 0.24087850749492645 0.02101336047053337 9.180853521684185e-05 1.5597375977449701e-06],[4.8549307393841445e-05 0.5843693614006042 0.41563060879707336 0.04350776597857475 8.266363147413358e-05 9.418316153642081e-07]
10,0,20,[1.7767604731488973e-05 0.47065868973731995 0.5293413400650024 0.03468966856598854 5.505514855030924e-05 7.431342510244576e-07],[2.05551550607197e-05 0.3666083514690399 0.6333916783332825 0.04700168967247009 3.798814577748999e-05 4.2426273694218253e-07]
10,0,30,[1.15415596155799e-05 0.34909316897392273 0.6509068608283997 0.033298201858997345 3.845935862045735e-05 4.286717114609928e-07],[2.0141051209066063e-05 0.45248299837112427 0.5475170016288757 0.024724574759602547 1.8001401258516125e-05 0]
10,0,40,[6.532214683829807e-06 0.21569772064685822 0.7843022346496582 0.03377002850174904 3.280323289800435e-05 0],[2.0125484297750518e-05 0.6022590398788452 0.39774101972579956 0.010822930373251438 9.965003300749231e-06 0]
10,0,50,[4.474261459108675e-06 0.19274108111858368 0.8072589635848999 0.01991855725646019 1.8540311430115253e-05 0],[4.091792652616277e-05 1 0.07492654770612717 0.000446627993369475 8.463897529509268e-07 0]
10,0,60,[2.775669145194115e-06 0.03294435143470764 0.9245071411132812 0.07549288868904114 6.607817340409383e-05 4.366866903637856e-07],[5.7079487305600196e-05 0.8632751107215881 0.13672496378421783 0.002206252422183752 3.0661130949738435e-06 0]
10,0,70,[2.6829814032680588e-06 0.01096351072192192 0.7610657215118408 0.23893427848815918 0.0001941836380865425 7.880183829911402e-07],[0.00022794898541178554 0.9348317384719849 0.06516820192337036 0.0009993159910663962 2.392261194472667e-06 0]
10,0,80,[2.8697957077383762e-06 0.005225689150393009 0.5079386830329895 0.4920613169670105 0.0005840826779603958 1.3244988394944812e-06],[0.001324889832176268 1 0.0418495275080204 0.0003523582417983562 1.407151671628526e-06 0]
10,0,90,[4.417733180162031e-06 0.005133247002959251 0.3185008764266968 0.6814991235733032 0.001982084009796381 3.1505762763117673e-06],[0.005824016872793436 1 0.008725309744477272 5.050615800428204e-05 3.748287440430431e-07 0]
10,0,100,[7.101734809111804e-05 0.6032317280769348 0.3967682421207428 0.03283223882317543 0.0003755481739062816 5.553466053243028e-06],[1 0.08673778921365738 2.1646912500727922e-05 6.730217592121335e-07 0 0]
10,-10,0,[1 0.020876184105873108 0.00012577185407280922 3.8937861972954124e-05 4.347112735558767e-06 0],[0.0008201946038752794 0.022252218797802925 0.05316471308469772 0.8541879057884216 0.09264727681875229 0.010360981337726116]
10,-10,10,[4.4236039684619755e-05 0.4633845090866089 0.5366155505180359 0.07990425080060959 0.00025966926477849483 4.23881192546105e-06],[1.6596856085016043e-06 0.00102626730222255 0.10404838621616364 0.8959516286849976 0.0024409405887126923 3.509823727654293e-06]
10,-10,20,[1.267422703676857e-05 0.12157221138477325 0.8021441102027893 0.07628370076417923 0.00012663769302889705 1.5698138895459124e-06],[1.473132215323858e-06 0.0013407234800979495 0.2905246317386627 0.7094753980636597 0.000418551207985729 1.0509563708183123e-06]
10,-10,30,[7.337745955737773e-06 0.09655612707138062 0.9282527565956116 0.07174728810787201 7.981491216924042e-05 7.682279488108179e-07],[1.7362559674438671e-06 0.0027775727212429047 0.5375895500183105 0.46241044998168945 0.00017049892630893737 5.505890499080124e-07]
10,-10,40,[4.076856839674292e-06 0.055541519075632095 0.9378623962402344 0.06213756650686264 5.8111971156904474e-05 5.191729997022776e-07],[2.133220277755754e-06 0.008654770441353321 0.8270803689956665 0.1729196310043335 6.890012446092442e-05 3.5467687098389433e-07]
10,-10,50,[3.3743872336344793e-06 0.05063623934984207 0.9712496995925903 0.02875029481947422 2.5980338250519708e-05 0],[5.12381211592583e-06 0.04139076918363571 0.9586092233657837 0.03284623473882675 1.3249205949250609e-05 0]
10,-10,60,[2.3231607428897405e-06 0.00816018134355545 0.8064188957214355 0.19358113408088684 0.00010446899250382558 6.15570456830028e-07],[9.6012263384182e-06 0.07852747291326523 0.9214725494384766 0.04017224535346031 2.256732841487974e-05 0]
10,-10,70,[2.2632020773016848e-06 0.0035230969078838825 0.535071849822998 0.46492812037467957 0.00029773724963888526 1.0263700005452847e-06],[4.650386836146936e-05 0.37993180751800537 0.6200681924819946 0.014376603066921234 1.7784057490644045e-05 0]
10,-10,80,[2.346009523535031e-06 0.002027294598519802 0.3043266832828522 0.6956732869148254 0.0007502500084228814 1.5070148720042198e-06],[0.0002515213272999972 0.7764793038368225 0.2235206961631775 0.004644826054573059 1.0612017831590492e-05 0]
10,-10,90,[3.6990168155170977e-06 0.002410725923255086 0.17989440262317657 0.8201056122779846 0.002262202324345708 3.2727809866628377e-06],[0.0013158901128917933 1 0.07495836168527603 0.0009744346025399864 4.629770955943968e-06 0]
10,-10,100,[8.801809599390253e-05 0.20542506873607635 0.6924961805343628 0.10207872092723846 0.0007360771996900439 7.743024980300106e-06],[0.10858414322137833 0.8914158344268799 0.01874881610274315 0.0007349270163103938 3.0432460334850475e-05 0]
10,-20,0,[1 0.008045757189393044 0.00012666410475503653 3.1492225389229134e-05 2.248690179840196e-06 0],[2.1431972072605276e-06 5.668910944223171e-06 0.00011472596088424325 0.06885216385126114 0.8207650780677795 0.11038277298212051]
10,-20,10,[9.108473750529811e-05 0.37586358189582825 0.5209418535232544 0.10319455713033676 0.000373974529793486 6.436759576899931e-06],[3.7203315628175915e-07 8.738919859752059e-06 0.0009166480740532279 0.8775874972343445 0.1224125325679779 3.743768684216775e-05]
10,-20,20,[2.2244354113354348e-05 0.08803701400756836 0.7551605701446533 0.24483947455883026 0.00034845038317143917 3.7510221773118246e-06],[3.339198713092628e-07 8.852553946780972e-06 0.0014606381300836802 1 0.06653490662574768 1.0563560863374732e-05]
10,-20,30,[1.3750504876952618e-05 0.07186849415302277 0.8276676535606384 0.1723322868347168 0.00015656262985430658 1.4502270460070577e-06],[2.3788787473222328e-07 9.335130926046986e-06 0.0022732133511453867 1 0.02453645132482052 3.2371931411034893e-06]
10,-20,40,[7.194553745648591e-06 0.03426278010010719 0.8086599111557007 0.19134007394313812 0.0001307455968344584 1.07003199900646e-06],[2.4014502741920296e-07 1.4003915566718206e-05 0.005079731810837984 1 0.009624939411878586 1.7884099179354962e-06]
10,-20,50,[7.585461389680859e-06 0.027511319145560265 0.8209543824195862 0.17904557287693024 7.93223298387602e-05 7.254112688315217e-07],[3.900709657500556e-07 2.928456524387002e-05 0.014004568569362164 1 0.00318954442627728 1.2787081686838064e-06]
10,-20,60,[4.011263627035078e-06 0.005734283942729235 0.5564814805984497 0.4435184895992279 0.0002796254411805421 1.5081279798323521e-06],[9.538581480228459e-07 0.00022502662613987923 0.08961357921361923 1 0.0012813301291316748 1.331948624283541e-06]
10,-20,70,[3.431563300182461e-06 0.0025759513955563307 0.2938665449619293 0.7061334252357483 0.0007906430982984602 2.418817302896059e-06],[5.38425229024142e-06 0.003363662865012884 0.37001553177833557 0.6299844980239868 0.0005143862217664719 1.6427839000243694e-06]
10,-20,80,[3.473484866844956e-06 0.0014987185131758451 0.14780966937541962 0.8521903157234192 0.0020032553002238274 3.6563174035109114e-06],[4.467628968995996e-05 0.052455488592386246 0.7816556692123413 0.2183443158864975 0.00024752639001235366 2.151241687897709e-06]
10,-20,90,[7.328359060920775e-06 0.003682912327349186 0.18259797990322113 0.8174020051956177 0.0035864643286913633 7.910919521236792e-06],[0.00041704552131704986 0.5303837656974792 0.46961623430252075 0.0422668382525444 9.084190969588235e-05 2.043831727860379e-06]
10,-20,100,[0.00035568539169616997 0.2232438176870346 0.5740031003952026 0.20275314152240753 0.0021328835282474756 4.3685155105777085e-05],[0.02515432797372341 0.4171396493911743 0.4131394028663635 0.16972097754478455 0.007305569015443325 0.00014166644541546702]
10,-30,0,[1 0.009349995292723179 0.00014829033170826733 3.2644227758282796e-05 1.8243899830849841e-06 0],[9.451454729969555e-07 2.3457719180441927e-06 6.160634075058624e-05 0.06528741866350174 0.9264629483222961 0.07353705912828445]
10,-30,10,[0.0001482693332945928 0.4650428295135498 0.4499121308326721 0.08504509180784225 0.0003463301109150052 5.481846983457217e-06],[3.039526461634523e-07 4.479468316276325e-06 0.00034494861029088497 0.6674457788467407 0.3325541913509369 8.263905328931287e-05]
10,-30,20,[4.5287008106242865e-05 0.1632477045059204 0.6897358894348145 0.14701636135578156 0.00023542331473436207 2.7636792765406426e-06],[2.649009616106923e-07 4.279682343621971e-06 0.00048268743557855487 0.8594883680343628 0.14051169157028198 2.289343683514744e-05]
10,-30,30,[1.6675448932801373e-05 0.059958674013614655 0.7351769804954529 0.2648230195045471 0.0003382312715984881 2.392777787463274e-06],[3.039900491330627e-07 9.373635293741245e-06 0.0013244397705420852 1 0.07957153022289276 1.0030753401224501e-05]
10,-30,40,[1.1907844054803718e-05 0.05595708265900612 0.807178795337677 0.1928212195634842 0.00015824942965991795 1.2022929922750336e-06],[2.1516190429338167e-07 5.9625754147418775e-06 0.0011266020592302084 1 0.05486919358372688 5.183705980016384e-06]
10,-30,50,[1.200984843308106e-05 0.052975259721279144 0.8457106351852417 0.1542893797159195 8.236017310991883e-05 7.618080530846782e-07],[2.8743400548592035e-07 1.0753262358775828e-05 0.003225629683583975 1 0.014350940473377705 2.6267196062690346e-06]
10,-30,60,[5.42750240128953e-06 0.008517933078110218 0.5616891384124756 0.438310831785202 0.0003356493543833494 1.7850205722425017e-06],[5.988957241243043e-07 6.418764678528532e-05 0.023271659389138222 1 0.004478084854781628 2.1492530777322827e-06]
10,-30,70,[4.32970364272478e-06 0.0033284917008131742 0.29416903853416443 0.705830991268158 0.0009230977739207447 2.6635993890522514e-06],[2.9810357773385476e-06 0.0008087246096692979 0.10638049989938736 0.8936194777488708 0.0016191382892429829 2.4431137717328966e-06]
10,-30,80,[5.136311756359646e-06 0.0027295441832393408 0.19846074283123016 0.8015393018722534 0.0020129773765802383 4.2453389141883235e-06],[1.625858567422256e-05 0.0076311081647872925 0.3777388036251068 0.6222612261772156 0.0009366387967020273 3.551660483935848e-06]
10,-30,90,[1.0523285709496122e-05 0.006402591709047556 0.24199914932250977 0.7580008506774902 0.0032704982440918684 8.667221663927194e-06],[0.00022054000874049962 0.20868469774723053 0.6917331218719482 0.09958215802907944 0.0002146465703845024 4.016674665763276e-06]
10,-30,100,[0.00039502469007857144 0.37180331349372864 0.5044612884521484 0.12373537570238113 0.0014455219497904181 3.137807652819902e-05],[0.004170633386820555 0.08605062961578369 0.48451030254364014 0.42943906784057617 0.009761834517121315 0.00013332934759091586]
10,-40,0,[1 0.011074072681367397 0.00019641481048893183 4.244180308887735e-05 2.2987558168097166e-06 0],[8.608130883658305e-07 1.6965883560260409e-06 3.204611857654527e-05 0.029211945831775665 0.8484628796577454 0.1515371948480606]
10,-40,10,[0.00016742732259444892 0.45596733689308167 0.4519704580307007 0.09206221997737885 0.00040958228055387735 6.5133185671584215e-06],[3.201545553110918e-07 3.575520167942159e-06 0.00020424740796443075 0.4446118474006653 0.5553881525993347 0.00021315354388207197]
10,-40,20,[4.449602056411095e-05 0.14375145733356476 0.6928813457489014 0.1633671671152115 0.0002817120112013072 3.245582320232643e-06],[2.888709218495933e-07 3.6349945276015205e-06 0.0003012789529748261 0.7107694745063782 0.2892305254936218 4.996828647563234e-05]
10,-40,30,[2.6744182832771912e-05 0.08283190429210663 0.7486869096755981 0.16848115622997284 0.00020670412050094455 1.8534722130425507e-06],[2.6386979357084783e-07 4.05546416004654e-06 0.00036944763269275427 0.810833752155304 0.18916627764701843 2.7426476663094945e-05]
10,-40,40,[8.317822903336491e-06 0.026294533163309097 0.6727282404899597 0.3272717595100403 0.00038795737782493234 2.1669013676728355e-06],[3.160957078307547e-07 1.4336021195049398e-05 0.002548407530412078 1 0.049783531576395035 6.862589543743525e-06]
10,-40,50,[1.0467027095728554e-05 0.031953394412994385 0.7647557258605957 0.2352442443370819 0.0001499381905887276 1.1977861049672356e-06],[3.4371240076325194e-07 1.0071799806610215e-05 0.002021679887548089 1 0.03723727911710739 6.160279554023873e-06]
10,-40,60,[4.7570265451213345e-06 0.004921771585941315 0.417715847492218 0.582284152507782 0.0006482797325588763 2.5944780190911843e-06],[5.961357487649366e-07 4.566901407088153e-05 0.011905542574822903 1 0.011648464947938919 4.064022959937574e-06]
10,-40,70,[4.610682935890509e-06 0.003498280653730035 0.2917196452617645 0.7082803845405579 0.0012023872695863247 3.505294898786815e-06],[2.3819898160581943e-06 0.0004780416493304074 0.08973023295402527 1 0.003469497198238969 3.5825828490487766e-06]
10,-40,80,[4.730408818431897e-06 0.0019501694478094578 0.14368967711925507 0.8563103675842285 0.0033192799892276525 5.848878572578542e-06],[1.546368730487302e-05 0.005366986617445946 0.2677580714225769 0.7322419881820679 0.0017971803899854422 5.481377684191102e-06]
10,-40,90,[1.1279533282504417e-05 0.0060256244614720345 0.22243347764015198 0.7775665521621704 0.004659892991185188 1.2399750630720519e-05],[0.0001863106881501153 0.11757618188858032 0.6919548511505127 0.1904689520597458 0.00044789956882596016 7.14583984517958e-06]
10,-40,100,[0.0002897209778893739 0.28466731309890747 0.5665584802627563 0.14877420663833618 0.0016557854833081365 3.251497037126683e-05],[0.003588586812838912 0.06176958978176117 0.4180562198162079 0.5201741456985474 0.013115419074892998 0.00016059372865129262]
10,-50,0,[1 0.0040793148800730705 5.89805276831612e-05 1.6292431610054336e-05 1.4945578641345492e-06 0],[6.646552606071054e-07 6.92607500241138e-07 5.464482910610968e-06 0.0016951726283878088 0.36116823554039 0.6388317346572876]
10,-50,10,[0.00039748099516145885 0.5909485220909119 0.33410346508026123 0.07494804263114929 0.00037310909829102457 7.047417057037819e-06],[0 1.6098997548397165e-06 4.764035838888958e-05 0.08077426999807358 0.9192257523536682 0.0016817075666040182]
10,-50,20,[0.00010660471161827445 0.252107173204422 0.5942312479019165 0.15366153419017792 0.00029142064158804715 3.963305061915889e-06],[0 1.8784975281960214e-06 7.465843373211101e-05 0.1993299126625061 0.8006700873374939 0.000363223283784464]
10,-50,30,[5.513002906809561e-05 0.14602965116500854 0.6909095644950867 0.16306079924106598 0.00020750531984958798 2.157020389859099e-06],[2.843861466317321e-07 2.547977828726289e-06 0.00011800492211477831 0.3785344660282135 0.6214655637741089 0.00014170263602863997]
10,-50,40,[2.9092694603605196e-05 0.07094728946685791 0.7267552614212036 0.20229744911193848 0.0002061687846435234 1.9052461084356764e-06],[2.932454208348645e-07 2.901488642237382e-06 0.0001514466421213001 0.45419883728027344 0.5458011627197266 0.00010742411541286856]
10,-50,50,[1.3546290574595332e-05 0.016844963654875755 0.4798435568809509 0.5201563835144043 0.00043079533497802913 2.5932963580999058e-06],[5.700651399820345e-07 8.073046046774834e-06 0.0005259141325950623 0.8033390045166016 0.19666102528572083 4.941955194226466e-05]
10,-50,60,[1.0923137779172976e-05 0.014354025945067406 0.5151082277297974 0.48489171266555786 0.0005307357059791684 3.2604664284008322e-06],[6.210829042174737e-07 1.6451016563223675e-05 0.001771528390236199 1 0.09502886235713959 2.088308428938035e-05]
10,-50,70,[9.267221685149707e-06 0.006515453569591045 0.3088144063949585 0.6911855936050415 0.0014165813336148858 5.352654170565074e-06],[1.8626375322128297e-06 0.000124122787383385 0.0159889105707407 1 0.023142820224165916 1.1423909199947957e-05]
10,-50,80,[9.095985660678707e-06 0.003683832474052906 0.17364589869976044 0.8263540863990784 0.0035738449078053236 8.609377800894435e-06],[9.378021786687896e-06 0.0012052522506564856 0.05373618006706238 0.94626384973526 0.009960006922483444 1.4155786629999056e-05]
10,-50,90,[1.81867835635785e-05 0.00789427850395441 0.2087731659412384 0.791226863861084 0.005545437335968018 1.70712864928646e-05],[0.0001330295199295506 0.05680770426988602 0.5217538475990295 0.47824612259864807 0.0014023255789652467 1.504939154983731e-05]
10,-50,100,[0.0010252834763377905 0.2579956352710724 0.46618524193763733 0.27581918239593506 0.005496330093592405 0.00015997665468603373],[0.0023586624301970005 0.012279278598725796 0.1279468834400177 0.8720531463623047 0.07584609091281891 0.0011014712508767843]
10,-60,0,[1 0.0047965641133487225 7.203963468782604e-05 1.9144097677781247e-05 1.5704514453318552e-06 0],[0 0 4.14070245824405e-06 0.0013719481648877263 0.3958628475666046 0.604137122631073]
10,-60,10,[0.0005682329647243023 0.6969059109687805 0.3030940592288971 0.08378171920776367 0.00033150866511277854 6.331622444122331e-06],[0 1.0175366469411529e-06 2.8637427021749318e-05 0.06682088226079941 1 0.0033391041215509176]
10,-60,20,[0.00018040998838841915 0.38422146439552307 0.5093856453895569 0.10639287531375885 0.00025811896193772554 3.910652594640851e-06],[0 1.2208828366055968e-06 4.447598257684149e-05 0.08987526595592499 0.9101247787475586 0.0008461048128083348]
10,-60,30,[8.610475924797356e-05 0.2304992973804474 0.640471875667572 0.12902887165546417 0.0002024404820986092 2.318878614460118e-06],[0 1.7181513385366998e-06 7.15849018888548e-05 0.2006029337644577 0.7993970513343811 0.0003121849149465561]
